nearest_university,listing_mode,gender_allowed,area_sqm,bedrooms,bathrooms,total_capacity,price,has_WiFi,has_AC,has_Elevator,has_Balcony,has_WashingMachine,has_NaturalGas
Helwan University,Room,Female,111.9,1,1,2,5404.9,0,0,0,0,0,0
Mansoura University,Room,Male,81.0,3,1,3,1595.87,1,1,1,0,1,0
GUC,Bed,Male,176.5,4,2,8,2027.53,1,1,0,0,1,0
Assiut University,EntireUnit,Male,109.3,4,2,6,4966.04,0,1,1,0,1,0
Cairo University,Room,Female,114.7,3,2,5,2656.56,1,0,1,0,0,0
Benha University,Room,Female,95.1,3,2,4,1193.6,0,0,0,0,0,0
Cairo University,Bed,Female,91.3,3,1,3,2243.0,1,0,1,0,0,1
Suez Canal University,EntireUnit,Male,43.1,1,1,2,1856.03,0,0,0,0,1,0
Cairo University,Room,Female,127.6,3,2,4,2861.68,0,0,1,0,0,0
Cairo University,EntireUnit,Female,144.6,2,1,2,9055.62,1,0,1,1,0,0
Fayoum University,EntireUnit,Male,77.4,2,1,2,2712.26,1,0,0,0,0,0
Cairo University,Bed,Female,133.9,4,2,5,1974.01,1,1,0,1,1,1
Assiut University,Room,Male,48.9,1,1,1,3579.05,1,1,1,0,1,0
Suez Canal University,Bed,Male,129.5,2,1,2,2520.49,0,0,0,0,0,0
Tanta University,Bed,Male,194.5,4,2,7,1119.62,0,0,0,0,0,0
Helwan University,Bed,Male,112.7,2,1,2,3258.22,1,1,1,1,1,0
Cairo University,Room,Male,169.4,1,1,1,12916.13,1,1,1,1,0,0
Mansoura University,EntireUnit,Male,176.3,4,2,5,8515.93,1,1,1,1,1,1
Zagazig University,Room,Female,80.9,1,1,1,5163.17,1,1,1,1,0,0
Fayoum University,EntireUnit,Female,175.9,4,2,4,7001.46,0,0,0,0,1,0
Fayoum University,Room,Male,115.4,1,1,1,5499.91,1,1,1,0,0,1
GUC,Bed,Male,153.4,2,2,4,3160.98,0,0,0,0,0,1
Helwan University,EntireUnit,Male,129.9,3,2,6,5886.96,0,0,0,0,1,1
Alexandria University,Room,Male,174.7,4,2,6,2791.96,1,1,1,1,1,1
AUC,EntireUnit,Female,124.2,3,1,3,15078.96,0,1,1,1,0,0
GUC,Room,Male,91.1,2,1,3,5157.16,1,1,1,1,1,1
Tanta University,Bed,Female,133.5,1,1,2,2860.79,1,0,1,0,0,1
Benha University,Bed,Female,88.0,2,1,2,2263.88,0,1,1,1,1,1
Cairo University,Bed,Male,160.7,4,2,6,1899.3,1,1,1,1,1,1
Ain Shams University,EntireUnit,Female,189.1,2,1,2,11073.3,0,1,1,1,1,0
Minia University,Bed,Female,130.9,3,1,3,1764.84,0,1,0,0,0,0
Cairo University,Bed,Female,137.8,2,2,4,2327.78,1,1,1,1,1,1
Cairo University,EntireUnit,Female,154.5,3,2,6,10008.83,0,1,0,0,0,0
Assiut University,Room,Female,55.6,2,1,3,1342.21,1,0,1,0,0,0
Minia University,Bed,Male,128.0,3,2,6,1042.27,1,1,0,0,0,1
Assiut University,Room,Male,122.8,3,1,3,1830.15,1,1,1,1,0,1
Fayoum University,EntireUnit,Male,140.8,2,1,3,5798.71,1,0,0,0,0,0
GUC,Room,Male,100.8,2,1,3,5093.23,0,1,1,0,1,0
Ain Shams University,Bed,Female,165.5,2,2,4,2873.43,1,1,1,1,0,0
Tanta University,Room,Female,184.4,1,1,2,8304.04,1,1,1,1,1,1
Helwan University,EntireUnit,Female,97.7,3,1,3,4356.62,0,0,0,1,0,0
Zagazig University,EntireUnit,Male,140.1,3,1,3,7260.81,0,1,1,1,1,1
Benha University,Bed,Female,88.8,2,2,4,981.33,1,0,0,0,0,0
Fayoum University,Bed,Female,137.5,2,2,4,1468.05,0,0,1,1,0,1
Fayoum University,EntireUnit,Male,163.4,4,2,8,7110.42,0,0,1,0,1,0
Assiut University,Room,Male,119.2,4,2,8,1095.79,0,0,1,0,0,1
Ain Shams University,Bed,Male,194.7,3,2,6,1941.96,1,1,1,1,0,1
Helwan University,Room,Male,127.1,1,1,2,7638.41,1,1,1,1,1,1
Helwan University,EntireUnit,Male,120.4,3,2,4,7541.22,1,1,1,1,0,1
Mansoura University,Room,Male,123.5,4,2,6,1859.3,1,1,1,0,1,1
Benha University,Bed,Female,122.1,1,1,2,2414.6,0,0,0,0,0,0
AUC,Bed,Male,199.1,2,1,2,10265.91,1,0,1,1,1,1
Helwan University,Room,Female,164.9,2,1,2,3701.71,0,0,0,0,0,0
Fayoum University,EntireUnit,Male,187.8,3,1,3,6854.49,0,0,0,0,0,1
Benha University,Bed,Female,196.8,3,2,6,1567.13,1,0,1,1,0,1
Minia University,EntireUnit,Female,153.3,2,2,4,6410.07,1,1,0,1,1,1
Minia University,EntireUnit,Male,183.1,4,2,5,9143.96,1,1,1,1,1,0
Zagazig University,EntireUnit,Male,59.9,1,1,2,3690.35,0,1,0,1,1,1
AUC,Bed,Female,171.3,4,2,4,4018.9,0,0,0,0,0,1
GUC,Bed,Female,176.3,3,2,5,3635.46,1,1,1,1,0,1
Minia University,Bed,Male,148.2,4,2,4,1403.69,0,0,0,0,0,1
Fayoum University,EntireUnit,Male,95.1,3,1,3,4434.17,1,1,1,0,0,0
Zagazig University,Bed,Female,105.8,2,1,2,2419.96,0,0,1,0,0,0
Benha University,Bed,Female,70.0,2,1,2,2064.57,1,1,1,1,1,1
Alexandria University,EntireUnit,Male,142.5,1,1,2,8956.8,1,0,1,1,1,1
Suez Canal University,EntireUnit,Male,196.3,3,2,6,9617.24,1,1,1,1,1,1
Assiut University,Bed,Male,85.0,3,2,5,1001.59,1,1,1,1,1,1
Fayoum University,EntireUnit,Male,178.0,3,2,4,7393.65,1,1,1,1,0,1
Zagazig University,Bed,Male,189.8,1,1,1,7849.55,0,0,1,1,0,1
Benha University,EntireUnit,Male,148.7,4,2,7,6966.31,1,1,1,1,1,1
Suez Canal University,Room,Male,152.0,1,1,2,6312.47,1,0,1,1,1,1
Zagazig University,Bed,Female,111.8,4,2,8,825.27,1,1,1,1,1,1
Alexandria University,Bed,Male,124.6,2,1,3,2866.95,1,1,1,1,1,1
Ain Shams University,EntireUnit,Male,104.0,1,1,1,6497.25,0,0,1,0,0,0
Cairo University,EntireUnit,Male,188.5,4,2,8,12220.03,1,0,0,1,0,0
Cairo University,EntireUnit,Female,93.9,1,1,2,6303.88,0,0,1,1,0,0
Zagazig University,EntireUnit,Female,140.6,1,1,1,6548.62,1,0,0,0,1,1
GUC,Bed,Female,128.3,3,2,6,2071.34,0,0,1,0,1,0
Alexandria University,EntireUnit,Female,119.8,2,1,3,6850.4,0,0,1,0,0,0
Zagazig University,EntireUnit,Male,171.7,1,1,1,7976.38,1,1,1,1,1,1
Suez Canal University,EntireUnit,Female,121.9,4,2,6,6436.6,1,0,1,1,1,0
Helwan University,Bed,Male,110.4,3,2,6,1030.26,1,1,0,1,1,1
Fayoum University,EntireUnit,Male,194.7,1,1,1,7978.19,1,0,0,1,0,1
Minia University,Room,Male,199.1,3,2,4,3111.2,1,1,1,1,1,1
Minia University,Bed,Female,132.5,2,1,2,2321.31,0,0,0,0,0,0
Benha University,Bed,Female,152.9,4,2,7,925.05,1,0,0,0,0,1
Fayoum University,EntireUnit,Male,112.1,3,2,5,4379.96,0,0,0,1,0,0
Tanta University,Bed,Male,51.6,1,1,2,1079.17,1,0,0,0,0,0
Minia University,EntireUnit,Female,34.3,1,1,2,1274.44,0,0,0,0,0,0
Alexandria University,Room,Female,161.0,1,1,2,8978.83,0,0,0,0,0,1
Alexandria University,Bed,Female,128.1,4,2,6,1498.26,1,1,1,1,0,1
Fayoum University,EntireUnit,Male,151.3,3,2,6,6799.54,0,0,1,1,1,0
Benha University,Bed,Male,86.5,2,2,4,1260.11,1,1,0,0,1,1
Helwan University,Room,Male,153.9,2,2,4,3224.5,0,0,0,0,0,0
Mansoura University,Bed,Male,40.0,1,1,1,2258.51,0,0,0,1,1,0
Alexandria University,Bed,Male,89.3,2,2,4,1283.62,0,0,0,0,0,0
AUC,Room,Male,105.4,4,2,6,3286.33,0,1,1,0,0,1
Suez Canal University,Bed,Male,147.4,2,1,3,1784.33,0,0,0,0,0,0
Fayoum University,Room,Male,145.8,2,1,3,2717.6,0,0,0,1,1,1
GUC,Bed,Female,168.9,1,1,2,8450.66,1,0,0,0,0,1
Benha University,Bed,Male,132.9,4,2,4,1433.29,0,0,1,0,1,0
GUC,Room,Female,117.8,4,2,6,2822.43,1,1,1,0,1,1
Suez Canal University,EntireUnit,Female,94.2,3,2,6,4618.8,0,1,0,0,0,0
Fayoum University,Bed,Female,181.3,2,2,4,1895.97,0,1,1,0,0,1
Alexandria University,Bed,Female,178.0,2,2,4,3320.27,1,1,1,1,1,1
Cairo University,EntireUnit,Female,128.7,4,2,5,8304.25,1,1,1,0,0,1
Helwan University,Bed,Male,171.7,1,1,1,7864.63,0,0,0,0,0,0
Minia University,Room,Male,190.1,4,2,7,2300.87,1,1,1,1,1,1
GUC,Room,Male,53.1,1,1,2,4597.47,0,0,0,0,0,0
Mansoura University,EntireUnit,Female,67.7,2,2,4,3142.06,0,0,0,1,1,1
Benha University,Bed,Female,185.3,1,1,2,4460.13,1,0,1,1,1,1
Zagazig University,Bed,Male,182.3,4,2,6,1471.95,1,1,1,1,1,0
Minia University,Room,Female,46.4,1,1,1,1848.48,0,0,0,0,0,1
Minia University,Bed,Female,53.3,1,1,2,1124.93,1,0,1,0,0,1
Ain Shams University,EntireUnit,Female,101.9,4,2,7,7499.0,1,1,1,1,1,1
Ain Shams University,EntireUnit,Male,128.9,4,2,5,6663.71,0,0,0,0,1,0
Cairo University,EntireUnit,Female,48.5,1,1,1,3461.77,0,1,0,1,0,0
GUC,Room,Female,82.9,3,2,5,3045.8,0,1,1,1,0,1
Cairo University,Room,Female,53.1,2,1,3,2482.84,1,1,1,1,1,1
Helwan University,Bed,Female,150.9,2,1,3,2782.31,0,1,0,1,1,0
AUC,Bed,Female,101.7,4,2,6,1764.38,0,1,1,0,0,0
GUC,Bed,Female,175.7,1,1,1,18216.49,0,0,0,0,1,0
Assiut University,Bed,Male,123.2,4,2,8,600.73,0,0,0,0,0,0
Benha University,EntireUnit,Male,114.6,4,2,8,6294.29,1,1,1,0,0,0
Mansoura University,EntireUnit,Male,116.8,2,1,3,6091.81,0,1,0,1,0,1
AUC,Bed,Male,122.8,1,1,1,13519.46,1,1,1,1,1,1
GUC,Bed,Male,112.3,3,1,3,4015.47,0,0,1,1,0,1
Tanta University,EntireUnit,Male,82.2,2,2,4,4329.28,1,1,1,0,1,0
Minia University,EntireUnit,Male,87.2,2,2,4,3678.67,0,1,0,1,0,0
Cairo University,EntireUnit,Male,184.2,4,2,8,10160.45,0,0,1,0,0,0
Assiut University,EntireUnit,Male,147.0,4,2,4,5382.88,0,0,0,0,1,0
AUC,EntireUnit,Female,93.4,2,1,2,12646.98,0,1,1,1,1,1
Alexandria University,EntireUnit,Female,106.0,1,1,1,6764.46,1,0,0,0,0,1
Tanta University,Bed,Male,167.8,1,1,1,7678.41,1,0,1,1,0,1
Helwan University,Bed,Female,111.8,2,1,3,2408.55,1,1,1,1,1,1
Cairo University,EntireUnit,Female,138.0,4,2,4,7670.97,0,0,0,0,0,0
Benha University,Room,Female,161.5,1,1,2,7822.39,1,0,1,0,1,1
Benha University,Bed,Female,74.0,2,1,2,1594.56,0,0,0,0,1,0
Fayoum University,Room,Female,108.5,4,2,6,1034.26,1,0,0,0,0,1
Suez Canal University,Bed,Female,101.4,4,2,6,826.43,1,1,1,1,0,0
Helwan University,EntireUnit,Male,184.1,2,1,3,8753.43,1,1,0,1,1,1
Benha University,Room,Male,111.5,2,1,3,3247.11,1,1,1,1,1,1
AUC,Room,Female,120.0,4,2,7,3665.26,1,1,1,0,1,1
Fayoum University,EntireUnit,Male,132.7,4,2,5,5514.84,0,1,1,0,0,1
Tanta University,Room,Male,134.8,1,1,2,7220.21,0,1,0,0,1,1
Helwan University,Bed,Male,87.2,3,2,6,601.3,0,0,0,0,0,0
AUC,EntireUnit,Male,50.2,1,1,2,5984.18,1,1,0,0,1,1
Assiut University,Bed,Female,109.2,1,1,2,3032.03,1,1,1,1,1,1
Benha University,EntireUnit,Male,177.3,1,1,2,7753.03,1,1,1,1,0,1
Helwan University,Room,Male,94.5,2,1,3,2251.71,0,0,0,0,0,0
Minia University,Room,Male,81.6,3,2,5,1080.02,0,0,0,1,0,0
Minia University,Bed,Male,165.5,1,1,1,7127.76,1,1,1,1,1,1
Fayoum University,EntireUnit,Female,104.3,2,2,4,5259.93,1,1,0,1,0,0
Helwan University,Bed,Male,75.0,3,2,5,888.71,1,1,1,0,1,0
Minia University,Bed,Male,123.6,4,2,8,841.16,1,1,1,1,1,1
Minia University,EntireUnit,Male,71.0,2,1,2,2809.53,0,0,0,0,0,0
AUC,EntireUnit,Female,110.9,2,2,4,11901.71,1,1,1,1,1,1
Cairo University,EntireUnit,Male,80.5,2,1,3,4829.57,0,0,0,0,1,1
Tanta University,Bed,Female,152.9,4,2,8,971.89,1,1,1,1,1,1
Helwan University,EntireUnit,Male,119.5,2,1,2,5472.31,0,0,0,0,0,0
Tanta University,Room,Male,113.4,4,2,5,1683.11,1,1,1,1,1,0
Assiut University,EntireUnit,Female,123.5,3,2,6,5291.85,1,0,1,1,1,1
Suez Canal University,Room,Female,187.3,1,1,2,9491.36,1,1,1,0,1,0
Helwan University,EntireUnit,Female,38.2,1,1,2,3203.46,0,1,1,0,1,1
Suez Canal University,Bed,Female,172.3,4,2,7,1051.84,0,0,0,1,0,0
Benha University,EntireUnit,Male,196.0,1,1,1,8791.95,0,0,1,0,1,0
Zagazig University,Bed,Male,182.4,2,1,3,2943.04,1,1,1,1,1,1
Ain Shams University,Room,Female,165.2,4,2,6,2200.88,0,0,0,0,0,1
Zagazig University,EntireUnit,Female,91.6,3,2,6,3487.23,0,0,0,0,0,0
Minia University,Bed,Male,105.8,4,2,7,631.89,0,0,1,0,0,1
Cairo University,Bed,Female,113.5,1,1,2,4605.62,1,1,1,1,1,1
GUC,Bed,Male,109.4,4,2,8,1179.43,0,0,0,0,0,0
AUC,Room,Male,93.4,3,1,3,2990.0,0,0,0,0,0,0
Fayoum University,Bed,Female,144.9,1,1,1,6725.36,1,1,1,0,0,1
Assiut University,EntireUnit,Male,81.0,1,1,2,3206.56,1,0,0,1,1,1
AUC,Bed,Female,163.0,1,1,2,10398.18,1,1,1,1,1,1
Fayoum University,Room,Male,181.4,3,2,6,2509.31,1,1,1,1,0,1
GUC,EntireUnit,Male,192.2,3,2,4,19038.83,1,0,0,0,1,1
AUC,EntireUnit,Male,85.9,2,2,4,8305.22,0,0,0,0,1,0
Zagazig University,EntireUnit,Female,111.0,3,2,4,6079.65,0,1,1,1,1,1
Helwan University,Room,Male,142.0,3,1,3,2754.24,1,1,1,1,1,1
Minia University,EntireUnit,Male,135.3,2,2,4,6454.32,1,1,1,1,1,1
Fayoum University,EntireUnit,Female,170.6,1,1,1,8356.82,1,1,0,1,1,1
Benha University,Bed,Female,76.5,3,1,3,1140.26,0,0,0,0,1,0
Tanta University,EntireUnit,Male,173.2,1,1,1,7109.89,0,0,1,1,0,0
GUC,EntireUnit,Male,191.5,1,1,2,18772.31,1,1,1,0,1,1
Suez Canal University,EntireUnit,Female,142.2,1,1,2,8209.76,1,1,1,1,1,1
AUC,Room,Female,136.8,3,1,3,4844.45,0,1,1,1,0,1
Cairo University,Room,Female,183.6,1,1,1,12842.54,1,0,1,1,0,0
Ain Shams University,EntireUnit,Female,99.2,2,1,3,6265.61,0,0,0,0,1,0
GUC,Room,Female,28.3,1,1,2,4134.62,1,1,1,1,1,1
Minia University,Bed,Female,190.9,2,2,4,1895.66,0,1,1,0,0,0
Benha University,Room,Male,113.3,4,2,6,1335.06,1,0,0,0,1,1
Zagazig University,EntireUnit,Female,128.3,4,2,6,5092.02,1,0,1,1,0,0
Suez Canal University,EntireUnit,Female,64.8,1,1,2,3538.04,1,0,1,1,0,1
Tanta University,Bed,Female,193.9,2,2,4,1852.36,0,0,0,1,0,0
Mansoura University,Bed,Female,173.7,3,2,6,1333.89,0,1,0,0,0,0
Suez Canal University,EntireUnit,Male,87.6,1,1,2,3905.94,1,0,0,1,1,1
Assiut University,Bed,Male,184.5,3,2,4,1802.67,0,1,1,0,0,1
Assiut University,Room,Male,131.2,1,1,2,4780.25,0,0,0,0,0,0
Cairo University,Bed,Female,189.9,1,1,2,5329.54,1,0,1,0,0,0
AUC,Bed,Female,133.9,2,1,3,5277.93,1,1,1,1,0,1
Ain Shams University,Room,Male,74.3,2,2,4,2855.2,1,1,1,1,1,1
Cairo University,Bed,Female,87.9,2,1,2,2730.49,0,0,0,0,1,0
Ain Shams University,Bed,Female,95.3,1,1,2,3183.51,1,0,1,0,0,0
Ain Shams University,Bed,Female,70.8,1,1,1,3645.45,0,0,0,0,0,0
Benha University,EntireUnit,Female,109.5,1,1,1,6210.7,1,1,1,1,1,1
Helwan University,EntireUnit,Female,101.2,2,2,4,4650.14,1,0,1,0,0,1
Fayoum University,Bed,Female,178.2,3,2,4,1651.36,0,0,0,0,0,0
Fayoum University,Room,Male,143.5,3,2,6,2033.89,0,1,1,1,1,1
Cairo University,Bed,Male,153.9,3,2,5,2218.85,0,1,1,1,0,0
Benha University,EntireUnit,Female,96.6,3,2,4,3962.69,0,0,0,0,1,0
Zagazig University,Bed,Male,54.7,1,1,2,1896.01,1,1,1,1,1,1
Fayoum University,Bed,Male,56.8,1,1,2,1798.71,1,1,1,1,1,1
Mansoura University,EntireUnit,Male,124.2,3,2,6,4817.01,0,0,0,0,0,0
Suez Canal University,Room,Male,170.7,4,2,4,1817.86,1,1,0,0,1,0
Benha University,Room,Female,187.2,2,2,4,4157.6,0,1,1,0,1,0
Alexandria University,EntireUnit,Female,199.3,1,1,1,13142.68,0,0,1,0,1,1
Cairo University,Bed,Female,141.5,4,2,4,2319.19,0,1,1,1,1,1
Tanta University,Room,Male,134.4,3,2,4,2353.81,1,1,1,1,1,1
Suez Canal University,Room,Male,103.1,1,1,1,5119.0,1,1,0,1,0,1
Fayoum University,Bed,Female,199.8,4,2,7,1179.37,1,1,1,1,1,0
Ain Shams University,Room,Female,173.2,4,2,7,2553.61,0,0,1,0,1,1
Assiut University,EntireUnit,Female,30.4,1,1,1,1809.44,1,0,0,0,1,1
Assiut University,Room,Male,171.2,3,2,4,2842.2,1,1,1,1,1,1
Minia University,EntireUnit,Female,103.5,2,1,2,4911.47,1,1,1,1,0,0
AUC,Room,Male,188.5,3,1,3,7321.22,1,1,0,0,1,1
Mansoura University,Room,Female,84.7,2,1,2,2744.57,0,1,1,0,1,0
Zagazig University,Room,Male,150.5,4,2,7,1356.75,0,0,0,0,0,0
Tanta University,EntireUnit,Female,187.7,3,2,4,8361.49,0,1,0,1,0,0
Mansoura University,Room,Female,49.0,1,1,1,3398.87,1,1,0,1,1,0
Minia University,Bed,Female,166.7,4,2,5,1258.1,0,0,0,0,1,0
Tanta University,Room,Female,107.4,1,1,1,5670.58,0,1,0,0,0,0
Helwan University,Bed,Male,105.9,4,2,5,897.59,0,0,0,0,1,0
Suez Canal University,Room,Male,85.4,2,1,3,2608.3,0,1,0,1,1,1
Alexandria University,Bed,Female,135.8,4,2,6,1466.82,0,0,0,0,0,1
Helwan University,Room,Male,186.1,2,1,3,4650.66,0,0,1,0,0,1
Cairo University,EntireUnit,Female,40.1,1,1,1,3324.05,1,1,0,0,0,1
Fayoum University,Room,Female,158.3,1,1,2,5593.54,0,0,0,0,0,1
Fayoum University,EntireUnit,Male,107.6,4,2,8,5707.0,1,1,0,0,1,1
Cairo University,Room,Female,190.0,2,2,4,7232.84,1,1,1,1,1,1
Helwan University,Room,Male,80.9,1,1,2,4703.14,0,1,1,0,0,0
Fayoum University,Room,Male,103.5,4,2,7,1327.63,1,1,0,1,0,1
Alexandria University,Room,Female,130.2,4,2,7,1959.08,0,0,0,0,0,0
Alexandria University,EntireUnit,Female,172.8,3,2,5,11366.91,1,0,0,0,1,1
Cairo University,Bed,Female,89.9,2,1,2,2799.92,0,0,0,1,0,1
Benha University,Room,Female,63.3,2,1,3,1622.36,1,0,0,1,1,0
Mansoura University,Room,Male,180.8,2,1,3,4654.52,1,1,1,1,0,1
Mansoura University,Bed,Female,155.6,1,1,1,7840.0,0,1,0,0,0,0
Minia University,EntireUnit,Female,171.9,3,2,4,6758.72,0,0,1,1,0,0
Alexandria University,Bed,Male,195.5,3,2,6,2456.63,1,1,1,1,1,1
Suez Canal University,Bed,Male,126.2,3,2,6,983.03,0,1,1,1,1,1
Benha University,EntireUnit,Female,104.1,3,2,4,5377.44,1,1,0,0,0,0
Mansoura University,Bed,Female,145.6,3,2,5,1434.5,1,0,1,1,1,0
Cairo University,Room,Female,45.4,1,1,1,3851.12,1,1,1,1,0,1
Helwan University,EntireUnit,Female,191.5,4,2,5,9933.51,0,1,1,1,1,1
Helwan University,Bed,Female,129.4,3,2,6,1028.38,0,0,0,0,0,0
Mansoura University,EntireUnit,Male,175.8,4,2,6,8507.93,1,0,1,1,1,0
Assiut University,EntireUnit,Female,90.3,1,1,1,3996.67,1,0,0,1,0,0
Assiut University,EntireUnit,Male,112.2,4,2,4,4303.12,0,0,0,0,0,0
Mansoura University,Bed,Female,83.7,3,2,6,653.64,1,0,0,1,1,1
Suez Canal University,EntireUnit,Male,187.0,2,2,4,8908.62,1,1,1,0,1,0
Helwan University,Bed,Female,43.3,1,1,1,2656.44,0,0,1,1,0,1
Fayoum University,EntireUnit,Female,118.7,1,1,2,4721.38,0,0,0,0,0,1
AUC,Bed,Female,167.6,3,1,3,5779.72,0,0,0,0,0,0
Suez Canal University,Room,Male,198.9,4,2,6,2242.52,0,1,1,1,1,1
Tanta University,Bed,Male,56.1,2,1,2,1614.57,0,1,0,0,0,0
Ain Shams University,Room,Male,63.9,1,1,2,3866.8,0,0,1,0,1,0
Cairo University,Room,Male,178.3,3,2,6,3946.99,0,0,0,0,0,0
Zagazig University,Bed,Male,199.8,4,2,4,2637.67,1,1,1,0,1,0
Zagazig University,Room,Male,182.1,2,1,3,4148.43,0,1,0,0,1,0
Assiut University,EntireUnit,Female,29.5,1,1,1,2320.01,0,1,1,1,0,1
Benha University,Room,Female,82.5,2,1,3,1472.71,0,0,0,0,0,0
Minia University,EntireUnit,Male,147.8,2,2,4,5361.96,0,0,0,0,1,0
Benha University,Bed,Male,185.4,1,1,1,9407.05,1,1,1,1,1,0
Cairo University,Room,Male,78.4,3,1,3,1763.69,1,1,0,0,1,0
Minia University,Bed,Female,52.8,1,1,2,1471.82,1,0,1,1,0,1
Suez Canal University,Room,Male,162.0,4,2,4,1699.04,0,0,0,1,0,0
Ain Shams University,Room,Male,93.6,2,1,2,3650.32,1,1,1,1,1,1
GUC,EntireUnit,Male,92.8,3,2,6,8216.93,1,0,0,1,0,0
Ain Shams University,Room,Male,186.5,2,2,4,5616.77,1,0,0,0,0,0
Minia University,Room,Male,90.6,3,2,5,1325.2,0,1,0,0,1,0
Alexandria University,Bed,Male,97.2,1,1,2,3459.21,1,1,1,1,1,1
Benha University,Room,Female,155.5,2,1,3,3444.18,1,1,1,1,0,0
Ain Shams University,Bed,Female,122.9,2,1,2,3849.73,1,0,0,0,0,0
Ain Shams University,EntireUnit,Female,103.9,1,1,1,5940.0,0,0,0,0,1,0
Fayoum University,Room,Female,102.5,3,2,4,1592.58,0,0,1,1,1,1
Cairo University,Room,Female,136.9,4,2,7,1964.08,1,0,0,0,0,1
Cairo University,Room,Male,110.7,3,2,6,2263.33,0,1,0,1,0,0
GUC,EntireUnit,Female,63.9,2,1,2,6686.62,0,0,0,1,0,0
Helwan University,Bed,Male,136.6,1,1,1,6412.68,0,0,1,1,0,1
Helwan University,EntireUnit,Female,179.1,4,2,5,7861.4,1,0,1,0,1,1
Suez Canal University,Room,Male,184.4,2,2,4,4184.92,0,0,0,0,1,0
Cairo University,Bed,Female,183.2,3,2,6,2132.34,1,0,1,1,0,0
Benha University,Room,Male,90.4,1,1,2,4952.0,1,1,1,1,1,1
Alexandria University,Room,Female,112.5,4,2,5,1718.5,1,0,0,0,1,0
Helwan University,EntireUnit,Male,164.2,1,1,2,7831.33,0,1,0,1,0,1
AUC,EntireUnit,Male,171.0,4,2,8,16401.13,0,0,0,0,0,0
Helwan University,EntireUnit,Female,177.1,3,2,4,10291.28,1,1,1,1,1,1
Minia University,EntireUnit,Female,58.1,2,1,2,2232.69,0,0,0,0,0,0
Suez Canal University,Room,Female,189.4,3,1,3,2487.98,0,0,0,0,0,0
Ain Shams University,EntireUnit,Male,109.3,4,2,5,6773.95,0,0,1,1,0,1
Assiut University,EntireUnit,Female,148.3,1,1,2,6953.1,1,1,1,1,1,1
Alexandria University,EntireUnit,Female,108.7,4,2,7,7660.07,1,1,1,0,1,0
Benha University,Room,Female,157.6,3,2,6,2311.04,1,0,0,1,0,0
Ain Shams University,Room,Male,116.0,3,2,6,2716.02,1,1,0,0,0,0
Suez Canal University,EntireUnit,Female,132.9,4,2,6,5274.36,0,0,0,0,0,0
Tanta University,EntireUnit,Male,142.3,1,1,2,7028.92,1,1,1,1,1,1
Fayoum University,EntireUnit,Female,72.1,2,2,4,2706.79,0,0,0,0,0,0
Minia University,Bed,Male,102.0,1,1,1,3992.35,0,0,0,0,0,0
GUC,Room,Female,127.8,2,2,4,6243.93,1,0,0,1,1,0
Benha University,EntireUnit,Male,155.0,2,1,2,7923.83,1,1,1,0,1,1
Cairo University,Room,Male,122.0,1,1,2,8634.71,1,1,1,1,1,1
Assiut University,EntireUnit,Female,151.5,3,2,5,6326.3,1,0,1,0,1,0
Cairo University,Bed,Male,110.7,3,2,4,1822.66,1,1,1,1,0,1
Minia University,Bed,Female,138.0,4,2,4,1439.16,1,0,1,1,0,1
Mansoura University,Room,Female,148.6,4,2,4,1508.64,0,0,0,0,0,1
Alexandria University,Bed,Female,56.2,1,1,1,3082.53,0,0,0,0,0,0
Suez Canal University,Bed,Female,107.5,3,2,6,718.27,0,0,1,0,0,0
Ain Shams University,EntireUnit,Female,185.6,1,1,1,11001.49,0,0,0,0,0,1
Ain Shams University,EntireUnit,Male,161.6,1,1,1,9027.63,1,0,1,0,1,1
AUC,Bed,Male,104.9,3,2,5,2754.24,1,1,1,1,1,1
GUC,Room,Male,120.0,4,2,7,2985.59,0,1,1,1,1,1
GUC,Room,Male,159.1,2,2,4,7005.17,1,0,0,1,1,0
Minia University,Room,Male,196.1,2,1,3,4223.51,1,0,1,1,1,0
AUC,EntireUnit,Male,163.6,1,1,1,18052.52,1,1,1,0,1,1
Benha University,Bed,Male,146.3,1,1,1,7039.34,1,1,1,1,1,1
Helwan University,EntireUnit,Male,117.2,3,2,6,6180.12,1,1,1,1,1,0
Benha University,Bed,Male,195.1,3,1,3,2709.26,0,1,0,0,1,1
Suez Canal University,Bed,Female,87.8,3,2,5,820.89,1,0,1,1,0,1
GUC,Bed,Male,80.3,1,1,2,4577.83,0,1,1,0,1,0
Alexandria University,Bed,Female,120.9,2,1,2,4617.56,0,1,0,1,0,1
Alexandria University,Bed,Male,78.8,2,1,2,3112.53,1,1,1,0,1,0
Zagazig University,Room,Female,190.0,4,2,8,2082.79,1,1,1,0,1,1
Assiut University,Room,Female,101.7,4,2,7,932.05,0,0,0,1,1,0
Suez Canal University,EntireUnit,Female,160.2,2,2,4,7309.65,1,1,0,0,1,1
Helwan University,Bed,Male,98.8,1,1,2,2966.63,1,1,0,1,0,1
Suez Canal University,Bed,Female,98.1,3,2,4,1121.56,0,0,1,1,1,0
Helwan University,Room,Female,64.9,2,2,4,1476.99,0,0,0,0,0,0
Helwan University,Bed,Female,187.1,4,2,7,1461.8,1,1,1,1,1,1
